Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons,
08-08-12,78738,Residential,12400,
23-06-17,78739,Residential,49659300,
17-12-08,78739,Irrigation - Residential,2200,
19-11-18,78741,Irrigation - Residential,25600,
25-07-17,78741,Multi-Family,85636800,
07-08-12,78741,Residential,18180500,
26-04-15,78741,Irrigation - Multi-Family,3640200,
03-08-11,78742,Multi-Family,793500,
18-12-11,78742,Residential,578900,
05-08-19,78744,Irrigation - Residential,1200,
30-10-11,78744,Multi-Family,25180200,
03-02-19,78744,Residential,47915800,
18-04-10,78744,Irrigation - Multi-Family,2223900,
05-02-19,78745,Irrigation - Multi-Family,2639900,
17-06-19,78745,Irrigation - Residential,41500,
23-10-17,78745,Residential,73483900,
17-11-18,78745,Multi-Family,32216300,
11-01-18,78746,Residential,39131500,
13-02-13,78746,Multi-Family,13556300,
24-03-19,78746,Irrigation - Multi-Family,681600,
11-02-19,78746,Irrigation - Residential,442200,
18-03-19,78747,Irrigation - Multi-Family,584300,
09-04-11,78747,Irrigation - Residential,500,
24-05-15,78747,Residential,25003300,
07-07-12,78747,Multi-Family,7275500,
26-11-10,78748,Irrigation - Residential,12200,
25-10-14,78748,Irrigation - Multi-Family,7145100,
26-11-15,78748,Residential,68593200,
18-03-09,78748,Multi-Family,16976500,
08-05-15,78749,Multi-Family,17520800,
15-10-17,78749,Residential,65048100,
02-06-09,78749,Irrigation - Residential,26800,
05-04-09,78749,Irrigation - Multi-Family,6006700,
03-09-12,78750,Irrigation - Multi-Family,2390400,
07-11-15,78750,Irrigation - Residential,44800,
18-01-19,78750,Multi-Family,15488300,
05-08-10,78750,Residential,63206500,
28-12-10,78751,Irrigation - Multi-Family,569300,
06-08-09,78751,Multi-Family,12418000,
11-11-10,78751,Residential,17169500,
28-12-08,78751,Irrigation - Residential,88400,
14-04-11,78752,Residential,12427600,
25-06-15,78752,Irrigation - Multi-Family,41000,
25-11-19,78752,Multi-Family,18540700,
26-05-13,78753,Irrigation - Multi-Family,4670500,
20-07-16,78753,Multi-Family,49090500,
14-04-09,78753,Irrigation - Residential,2600,
29-04-10,78753,Residential,40582800,
08-04-14,78754,Residential,21146500,
13-03-16,78754,Irrigation - Multi-Family,2262100,
15-07-19,78754,Irrigation - Residential,3100,
04-01-09,78754,Multi-Family,15293700,
25-10-12,78756,Irrigation - Residential,52100,
20-12-11,78756,Irrigation - Multi-Family,165600,
20-04-16,78756,Multi-Family,6730700,
16-08-09,78756,Residential,12612500,
02-11-13,78757,Irrigation - Multi-Family,625200,
29-08-12,78757,Irrigation - Residential,39700,
28-04-11,78757,Residential,36418500,
26-11-19,78757,Multi-Family,16619400,
25-02-13,78758,Multi-Family,52908500,
30-08-18,78758,Irrigation - Residential,31000,
30-06-18,78758,Residential,42043100,
25-02-17,78758,Irrigation - Multi-Family,3201000,
28-04-19,78759,Irrigation - Multi-Family,1405700,
23-03-14,78759,Multi-Family,37496900,
12-08-15,78759,Irrigation - Residential,122700,
19-06-11,78759,Residential,79242400,
06-11-11,78613,Irrigation - Multi-Family,469600,
16-02-09,78613,Multi-Family,207600,
27-04-16,78617,Irrigation - Residential,3500,
12-09-16,78617,Residential,17954900,
12-02-14,78617,Multi-Family,2722000,
05-02-15,78652,Multi-Family,9900,
19-02-11,78652,Residential,679100,
19-01-09,78652,Irrigation - Residential,43800,
04-12-11,78653,Residential,1670900,
13-02-16,78653,Multi-Family,114800,
20-03-13,78660,Multi-Family,3086200,
15-09-15,78660,Irrigation - Residential,13200,
02-04-11,78660,Irrigation - Multi-Family,900,
27-10-19,78660,Residential,6831600,
04-06-14,78701,Multi-Family,13357200,
16-03-15,78701,Irrigation - Multi-Family,245500,
28-02-15,78701,Residential,1075300,
15-07-14,78702,Irrigation - Residential,600,
17-07-09,78702,Residential,24675200,
16-06-10,78702,Irrigation - Multi-Family,527200,
09-06-12,78702,Multi-Family,9760400,
05-11-19,78703,Irrigation - Residential,796600,
27-06-13,78703,Irrigation - Multi-Family,606500,
21-06-11,78703,Multi-Family,13527100,
30-07-15,78703,Residential,44931800,
22-10-15,78704,Irrigation - Residential,119500,
14-05-10,78704,Multi-Family,49245500,
30-03-16,78704,Irrigation - Multi-Family,1665400,
25-12-12,78704,Residential,40991600,
22-08-16,78705,Irrigation - Multi-Family,378500,
29-09-17,78705,Residential,9695100,
23-11-14,78705,Irrigation - Residential,25200,
20-09-15,78705,Multi-Family,38079400,
22-12-15,78717,Multi-Family,8090000,
15-05-10,78717,Irrigation - Residential,10400,
06-02-13,78717,Residential,24053100,
10-10-16,78717,Irrigation - Multi-Family,3369000,
16-07-19,78719,Multi-Family,530100,
03-02-12,78719,Residential,1504800,
17-11-10,78721,Multi-Family,4778500,
23-02-15,78721,Irrigation - Residential,800,
26-05-10,78721,Residential,13180800,
16-10-16,78721,Irrigation - Multi-Family,16500,
19-07-18,78722,Multi-Family,2632600,
23-01-16,78722,Irrigation - Multi-Family,13700,
07-09-12,78722,Residential,7780400,
06-12-10,78723,Multi-Family,22548500,
28-06-14,78723,Irrigation - Multi-Family,212000,
17-11-16,78723,Residential,30932100,
12-06-11,78724,Residential,18336000,
29-04-14,78724,Irrigation - Multi-Family,327700,
29-04-12,78724,Irrigation - Residential,12600,
23-09-10,78724,Multi-Family,11880600,
08-10-11,78725,Residential,1832700,
11-10-14,78725,Multi-Family,312700,
14-04-12,78726,Irrigation - Multi-Family,4603900,
03-04-15,78726,Irrigation - Residential,5100,
25-08-14,78726,Multi-Family,9877800,
28-07-15,78726,Residential,15110400,
21-04-16,78727,Residential,33346800,
02-01-13,78727,Irrigation - Multi-Family,2740500,
14-03-14,78727,Multi-Family,19810100,
01-08-13,78727,Irrigation - Residential,14700,
28-02-11,78728,Multi-Family,7905500,
08-02-19,78728,Irrigation - Multi-Family,670800,
09-01-13,78728,Residential,3917900,
14-10-11,78729,Residential,20314000,
08-11-10,78729,Irrigation - Residential,15600,
29-10-18,78729,Irrigation - Multi-Family,2617700,
06-04-15,78729,Multi-Family,22603800,
17-05-14,78730,Multi-Family,4253700,
02-07-16,78730,Irrigation - Multi-Family,654900,
11-04-09,78730,Residential,10156600,
30-04-10,78730,Irrigation - Residential,154100,
15-06-10,78731,Multi-Family,18340100,
25-01-11,78731,Irrigation - Residential,229300,
30-11-09,78731,Irrigation - Multi-Family,716100,
28-05-16,78731,Residential,50129500,
09-03-19,78732,Residential,3800,
02-12-09,78733,Residential,35700,
15-06-17,78735,Residential,16602000,
05-05-14,78735,Irrigation - Multi-Family,1240600,
26-10-16,78735,Multi-Family,8921200,
08-07-11,78736,Irrigation - Multi-Family,511200,
01-11-15,78736,Multi-Family,2296100,
13-06-16,78736,Residential,10075200,
23-08-18,78736,Irrigation - Residential,3600,
04-05-19,78737,Irrigation - Residential,2900,
02-09-19,78737,Residential,4815400,
15-07-12,78738,Residential,6500,
14-09-17,78739,Residential,38932800,
19-02-19,78739,Irrigation - Residential,8700,
26-10-19,78741,Irrigation - Multi-Family,2930000,
12-05-11,78741,Residential,17877800,
06-09-15,78741,Irrigation - Residential,10600,
21-01-17,78741,Multi-Family,84275700,
03-08-19,78742,Multi-Family,774400,
09-12-11,78742,Residential,580000,
03-07-10,78744,Irrigation - Multi-Family,1411100,
06-11-19,78744,Residential,47448600,
17-01-17,78744,Irrigation - Residential,600,
29-01-09,78744,Multi-Family,25713700,
21-10-12,78745,Irrigation - Multi-Family,2845000,
14-05-09,78745,Multi-Family,29861500,
07-08-18,78745,Irrigation - Residential,25300,
10-08-16,78745,Residential,66441300,
15-06-19,78746,Irrigation - Residential,196500,
12-09-11,78746,Irrigation - Multi-Family,596600,
22-07-19,78746,Multi-Family,11755200,
18-05-10,78746,Residential,26125500,
11-02-17,78747,Irrigation - Multi-Family,457800,
28-06-16,78747,Residential,20635600,
21-02-10,78747,Irrigation - Residential,3200,
24-09-09,78747,Multi-Family,6793400,
30-07-13,78748,Irrigation - Residential,15100,
17-10-14,78748,Multi-Family,18138000,
15-10-11,78748,Residential,59226600,
26-09-14,78748,Irrigation - Multi-Family,4916400,
28-10-16,78749,Multi-Family,17358900,
08-06-19,78749,Irrigation - Residential,25900,
25-12-09,78749,Irrigation - Multi-Family,4389900,
22-11-10,78749,Residential,52719400,
12-07-10,78750,Irrigation - Multi-Family,1510000,
30-11-18,78750,Irrigation - Residential,22000,
07-09-11,78750,Residential,45104100,
13-10-16,78750,Multi-Family,14692600,
13-07-14,78751,Irrigation - Multi-Family,508400,
30-01-11,78751,Irrigation - Residential,36900,
15-11-11,78751,Residential,15315600,
24-11-10,78751,Multi-Family,12243300,
11-09-15,78752,Irrigation - Multi-Family,22400,
23-12-17,78752,Multi-Family,18322400,
29-02-12,78752,Residential,11947700,
16-03-09,78753,Irrigation - Multi-Family,3309100,
27-08-10,78753,Residential,35521600,
18-02-15,78753,Irrigation - Residential,1600,
05-09-15,78753,Multi-Family,46928900,
22-08-13,78754,Residential,17799100,
15-02-13,78754,Irrigation - Residential,9200,
27-07-17,78754,Irrigation - Multi-Family,2131200,
23-09-18,78754,Multi-Family,14416600,
20-09-10,78756,Irrigation - Multi-Family,90000,
06-04-19,78756,Residential,10219400,
03-01-09,78756,Irrigation - Residential,33500,
21-09-11,78756,Multi-Family,6575200,
24-05-11,78757,Irrigation - Multi-Family,268800,
07-05-15,78757,Irrigation - Residential,75300,
22-11-11,78757,Residential,29172600,
30-10-10,78757,Multi-Family,14466500,
10-08-13,78758,Irrigation - Multi-Family,1476800,
01-10-12,78758,Residential,37145300,
22-07-10,78758,Irrigation - Residential,6900,
04-06-15,78758,Multi-Family,49095000,
30-06-12,78759,Irrigation - Residential,25600,
01-01-16,78759,Multi-Family,33576000,
04-11-14,78759,Irrigation - Multi-Family,708000,
24-01-19,78759,Residential,53395400,
04-11-18,78613,Multi-Family,226300,
18-08-13,78613,Irrigation - Multi-Family,268200,
02-03-17,78617,Irrigation - Residential,3700,
11-09-19,78617,Multi-Family,2604800,
07-11-09,78617,Residential,18851700,
04-03-12,78652,Irrigation - Residential,34800,
26-12-14,78652,Residential,654200,
10-07-16,78652,Multi-Family,8700,
21-11-16,78653,Multi-Family,151400,
01-09-12,78653,Residential,1867000,
21-02-13,78660,Residential,7123500,
21-04-13,78660,Irrigation - Multi-Family,,
12-10-14,78660,Irrigation - Residential,8400,
02-11-15,78660,Multi-Family,3124000,
15-12-11,78701,Multi-Family,12076900,
14-02-19,78701,Irrigation - Multi-Family,254300,
11-04-18,78701,Residential,780100,
27-11-18,78702,Multi-Family,9473900,
16-03-17,78702,Irrigation - Multi-Family,501600,
19-10-18,78702,Irrigation - Residential,1100,
09-11-09,78702,Residential,24632200,
08-03-14,78703,Irrigation - Multi-Family,405400,
14-11-17,78703,Residential,38440600,
02-06-11,78703,Irrigation - Residential,475000,
04-03-15,78703,Multi-Family,12409200,
09-09-12,78704,Irrigation - Multi-Family,1479500,
20-03-10,78704,Irrigation - Residential,78600,
29-10-14,78704,Multi-Family,47136300,
22-09-09,78704,Residential,39068400,
22-01-19,78705,Irrigation - Multi-Family,336000,
12-10-11,78705,Multi-Family,34827600,
07-03-17,78705,Residential,8810300,
10-12-17,78705,Irrigation - Residential,44200,
11-09-09,78717,Irrigation - Residential,7700,
21-07-17,78717,Residential,21327700,
28-10-17,78717,Irrigation - Multi-Family,1160900,
13-03-19,78717,Multi-Family,8254200,
14-11-15,78719,Residential,1394200,
09-02-19,78719,Multi-Family,545400,
07-01-11,78721,Irrigation - Residential,1200,
02-03-18,78721,Residential,13275100,
02-04-10,78721,Irrigation - Multi-Family,600,
16-12-13,78721,Multi-Family,4697800,
14-07-18,78722,Irrigation - Multi-Family,,
15-05-13,78722,Multi-Family,2329300,
18-11-17,78722,Residential,7790300,
10-10-17,78723,Multi-Family,21426000,
05-10-09,78723,Residential,30837000,
09-07-17,78723,Irrigation - Multi-Family,58400,
18-10-18,78724,Irrigation - Multi-Family,219300,
15-03-19,78724,Irrigation - Residential,13400,
11-04-16,78724,Residential,18384200,
31-12-10,78724,Multi-Family,12139200,
28-10-10,78725,Multi-Family,309800,
06-01-11,78725,Residential,1896400,
20-01-16,78726,Irrigation - Multi-Family,1483100,
24-08-16,78726,Multi-Family,11374200,
27-10-13,78726,Residential,12336500,
28-04-12,78726,Irrigation - Residential,2800,
30-10-15,78727,Residential,30860800,
05-07-14,78727,Irrigation - Multi-Family,1441000,
02-06-14,78727,Multi-Family,20258800,
05-03-17,78727,Irrigation - Residential,100,
22-03-17,78728,Irrigation - Multi-Family,460600,
28-04-17,78728,Multi-Family,7362400,
01-03-14,78728,Residential,3699600,
20-12-12,78729,Residential,18769000,
12-10-18,78729,Irrigation - Residential,10200,
01-04-11,78729,Irrigation - Multi-Family,1321600,
16-01-15,78729,Multi-Family,20946500,
09-10-17,78730,Irrigation - Multi-Family,157100,
28-08-17,78730,Residential,8818600,
14-08-14,78730,Multi-Family,4194900,
06-05-18,78730,Irrigation - Residential,48200,
06-09-13,78731,Multi-Family,18278400,
09-04-14,78731,Irrigation - Multi-Family,355600,
15-08-13,78731,Residential,45842900,
19-08-19,78731,Irrigation - Residential,251700,
30-07-17,78732,Residential,4200,
26-07-12,78733,Residential,25600,
20-12-17,78735,Irrigation - Multi-Family,740700,
28-12-19,78735,Residential,14884400,
30-11-16,78735,Multi-Family,8488900,
29-10-17,78736,Residential,9661700,
26-01-09,78736,Irrigation - Multi-Family,230100,
12-01-16,78736,Multi-Family,2142600,
17-02-19,78736,Irrigation - Residential,4500,
10-07-12,78737,Irrigation - Residential,3500,
18-11-12,78737,Residential,4978200,
03-04-14,78738,Residential,9100,
05-03-19,78739,Irrigation - Residential,700,
06-10-09,78739,Residential,31577900,
09-01-12,78741,Multi-Family,78094000,
04-05-14,78741,Irrigation - Multi-Family,1467700,
02-12-12,78741,Irrigation - Residential,7000,
18-06-11,78741,Residential,17502500,
23-02-17,78742,Multi-Family,852900,
27-12-17,78742,Residential,552400,
10-07-19,78744,Multi-Family,24139500,
08-09-16,78744,Residential,46563600,
13-05-13,78744,Irrigation - Multi-Family,1018500,
29-06-11,78744,Irrigation - Residential,1600,
31-03-12,78745,Irrigation - Multi-Family,1176200,
04-02-13,78745,Multi-Family,28654800,
29-12-17,78745,Irrigation - Residential,21000,
21-12-15,78745,Residential,65327600,
18-11-18,78746,Irrigation - Residential,292300,
07-12-11,78746,Multi-Family,10540300,
29-12-19,78746,Residential,22327900,
01-04-18,78746,Irrigation - Multi-Family,489500,
17-12-12,78747,Multi-Family,6863400,
07-02-13,78747,Irrigation - Residential,800,
19-06-09,78747,Residential,19165600,
28-09-14,78747,Irrigation - Multi-Family,619600,
06-09-14,78748,Irrigation - Residential,11900,
06-10-14,78748,Residential,58220200,
20-05-11,78748,Irrigation - Multi-Family,2046600,
14-01-14,78748,Multi-Family,17270000,
24-03-17,78749,Multi-Family,17348000,
25-04-17,78749,Residential,48701200,
03-09-11,78749,Irrigation - Multi-Family,1983600,
03-05-14,78749,Irrigation - Residential,3100,
28-11-09,78750,Multi-Family,14799900,
16-12-17,78750,Irrigation - Residential,300,
10-10-15,78750,Irrigation - Multi-Family,1166000,
19-04-17,78750,Residential,39951400,
20-06-11,78751,Irrigation - Multi-Family,418500,
04-11-17,78751,Multi-Family,11619100,
21-11-14,78751,Irrigation - Residential,41900,
31-12-17,78751,Residential,14433600,
23-03-09,78752,Multi-Family,17364400,
04-12-18,78752,Irrigation - Multi-Family,25000,
01-08-14,78752,Residential,11321700,
18-02-19,78753,Irrigation - Multi-Family,1655900,
31-01-13,78753,Multi-Family,46112600,
31-10-12,78753,Irrigation - Residential,1700,
07-08-16,78753,Residential,35968600,
12-05-18,78754,Irrigation - Multi-Family,1097300,
27-05-14,78754,Multi-Family,13643500,
27-08-09,78754,Residential,17287100,
21-01-10,78754,Irrigation - Residential,5700,
16-10-15,78756,Residential,9507700,
05-07-18,78756,Multi-Family,6178100,
24-12-16,78756,Irrigation - Residential,14300,
12-04-19,78756,Irrigation - Multi-Family,49300,
07-12-18,78757,Multi-Family,15096300,
13-01-16,78757,Residential,27794900,
20-05-15,78757,Irrigation - Multi-Family,183400,
31-10-15,78757,Irrigation - Residential,23700,
06-06-18,78758,Irrigation - Multi-Family,1198400,
15-01-10,78758,Irrigation - Residential,11000,
05-09-11,78758,Residential,36821200,
29-07-11,78758,Multi-Family,48031100,
16-05-10,78759,Residential,48459600,
18-01-18,78759,Irrigation - Multi-Family,190300,
03-03-10,78759,Irrigation - Residential,37100,
30-09-15,78759,Multi-Family,31153200,
18-06-14,78613,Irrigation - Multi-Family,478900,
06-08-10,78613,Multi-Family,340400,
17-02-10,78617,Irrigation - Residential,4200,
07-11-14,78617,Multi-Family,2924000,
05-07-16,78617,Residential,21659800,
09-04-13,78652,Irrigation - Residential,63500,
28-07-18,78652,Residential,742600,
05-01-14,78652,Multi-Family,13700,
09-11-13,78653,Residential,2268700,
17-10-13,78653,Multi-Family,155300,
09-12-18,78660,Irrigation - Multi-Family,6000,
13-03-14,78660,Irrigation - Residential,10100,
16-11-11,78660,Residential,7891300,
31-01-14,78660,Multi-Family,4057100,
15-05-12,78701,Irrigation - Multi-Family,293900,
10-07-11,78701,Multi-Family,12128100,
19-04-14,78701,Residential,895300,
06-11-16,78702,Multi-Family,10808000,
31-01-15,78702,Irrigation - Multi-Family,821900,
27-06-11,78702,Irrigation - Residential,8700,
27-01-15,78702,Residential,27607100,
11-03-10,78703,Irrigation - Residential,534400,
02-04-09,78703,Irrigation - Multi-Family,314200,
05-05-19,78703,Multi-Family,13626400,
03-02-10,78703,Residential,40862400,
19-08-09,78704,Irrigation - Residential,81700,
